No;Brand;Device Name;Product URL;Estimated_Price;Popularity_Fans;Battery_Charging;Battery_Musicplay;Battery_Standby;Battery_Talktime;Battery_Type;Body_;Body_Build;Body_Dimensions;Body_SIM;Body_Weight;Comms_Bluetooth;Comms_NFC;Comms_Positioning;Comms_Radio;Comms_USB;Comms_WLAN;Display_Protection;Display_Resolution;Display_Size;Display_Type;EULABEL_Battery;EULABEL_Energy;EULABEL_Freefall;EULABEL_Repairability;Features_;Features_Browser;Features_Sensors;Launch_Announced;Launch_Status;MainCamera_Dual;MainCamera_Features;MainCamera_Single;MainCamera_Triple;MainCamera_Video;Memory_;Memory_Cardslot;Memory_Internal;Misc_Colors;Misc_Models;Misc_Price;Misc_SAR;Misc_SAREU;Network_;Network_2Gbands;Network_3Gbands;Network_4Gbands;Network_5Gbands;Network_EDGE;Network_GPRS;Network_Speed;Network_Technology;OurTests_Audioquality;OurTests_Battery;OurTests_Batteryold;OurTests_Camera;OurTests_Display;OurTests_Loudspeaker;OurTests_Performance;Platform_CPU;Platform_Chipset;Platform_GPU;Platform_OS;Selfiecamera_;Selfiecamera_Dual;Selfiecamera_Features;Selfiecamera_Single;Selfiecamera_Video;Sound_35mmjack;Sound_Loudspeaker
9;Google;Google Pixel XL;https://www.gsmarena.com/google_pixel_xl-8345.php;N/A;N/A;18W wired, PD;Up to 130 h;Up to 552 h (3G);Up to 32 h (3G);Li-Ion 3450 mAh, non-removable;Water-repellent coating;Glass front (Gorilla Glass 4), aluminum/glass back, aluminum frame;154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in);Nano-SIM;168 g (5.93 oz);4.2, A2DP, LE, aptX;Yes;GPS, GLONASS;No;USB Type-C 3.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;Corning Gorilla Glass 4;1440 x 2560 pixels, 16:9 ratio (~534 ppi density);5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio);AMOLED;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer;2016, October 04. Released 2016, October 20;Discontinued;N/A;Laser AF, Dual-LED flash, HDR, panorama;"12.3 MP, f/2.0, 1/2.3"", 1.55µm, PDAF";N/A;4K@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps;UFS 2.0;No;32GB 4GB RAM, 128GB 4GB RAM;Quite Black, Very Silver, Really Blue;N/A;About 400 EUR;0.89 W/kg (head)     0.56 W/kg (body);0.25 W/kg (head)     0.44 W/kg (body);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;GSM 850 / 900 / 1800 / 1900;N/A;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 21, 26, 28, 32, 38, 39, 40, 41;N/A;Yes;Yes;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat9 450/50 Mbps or LTE (3CA) Cat11 600/75 Mbps;GSM / HSPA / LTE;N/A;N/A;Endurance rating 78h;Photo / Video;Contrast ratio: Infinite (nominal),  4.164 (sunlight);N/A;Basemark OS II 2.0: 2281Basemark X: 30861;Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo);Qualcomm MSM8996 Snapdragon 821 (14 nm);Adreno 530;Android 7.1 (Nougat), upgradable to Android 10;N/A;N/A;N/A;"8 MP, f/2.4, 1/3.2"", 1.4µm";1080p@30fps;Yes;Yes
10;Google;Google Pixel 2 XL;https://www.gsmarena.com/google_pixel_2_xl-8720.php;N/A;N/A;10.5W wired (capped), PD2.0;N/A;N/A;N/A;Li-Ion 3520 mAh, non-removable;IP67 dust/water resistant (up to 1m for 30 min);Glass front (Gorilla Glass 5), aluminum/glass back, aluminum frame;157.9 x 76.7 x 7.9 mm (6.22 x 3.02 x 0.31 in);Nano-SIM + eSIM;175 g (6.17 oz);5.0, A2DP, LE, aptX HD;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 3.1;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;Corning Gorilla Glass 5;1440 x 2880 pixels, 18:9 ratio (~538 ppi density);6.0 inches, 92.6 cm2 (~76.4% screen-to-body ratio);P-OLED;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer;2017, October 04. Released 2017, October 17;Discontinued;N/A;Laser AF, Dual-LED flash, HDR, panorama;"12.2 MP, f/1.8, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS";N/A;4K@30fps (gyro-EIS), 1080p@30/60/120fps (gyro-EIS), 720p@240fps (gyro-EIS);UFS 2.1;No;64GB 4GB RAM, 128GB 4GB RAM;Just Black, Black & White;G011C;About 520 EUR;N/A;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 29, 30, 32, 38, 40, 41, 66;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat15 800/75 Mbps;GSM / CDMA / HSPA / EVDO / LTE;Noise - 93.7 / Crosstalk - 79.7;N/A;Endurance rating 88h;Photo / Video;Contrast ratio: ∞;Voice 66dB / Noise 70dB / Ring 78dB;"AnTuTu: 206711 (v7)
GeekBench: 6055 (v4.4)
GFXBench: 13fps (ES 3.1 onscreen)";Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo);Qualcomm MSM8998 Snapdragon 835 (10 nm);Adreno 540;Android 8.0 (Oreo), upgradable to Android 11;N/A;N/A;HDR;"8 MP, f/2.4, 25mm (wide), 1/3.2"", 1.4µm";1080p@30fps;No;Yes, with stereo speakers
11;Google;Google Pixel 5;https://www.gsmarena.com/google_pixel_5-10386.php;N/A;N/A;"18W wired, PD2.0
12W wireless
5W reverse wired";N/A;N/A;N/A;Li-Po 4080 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 6), aluminum back, aluminum frame;144.7 x 70.4 x 8 mm (5.70 x 2.77 x 0.31 in);Nano-SIM + eSIM;151 g (5.33 oz);5.0, A2DP, LE, aptX HD;Yes;GPS, GLONASS, GALILEO, QZSS, BDS;No;USB Type-C 3.1;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Corning Gorilla Glass 6;1080 x 2340 pixels, 19.5:9 ratio (~432 ppi density);6.0 inches, 87.6 cm2 (~85.9% screen-to-body ratio);OLED, 90Hz, HDR10+;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer;2020, September 30;Available. Released 2020, October 15;"12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
16 MP, f/2.2, 117˚ (ultrawide), 1.0µm";LED flash, Pixel Shift, Auto-HDR, panorama;N/A;N/A;"4K@30/60fps, 1080p@30/60/120/240fps; gyro-EIS";UFS 2.1;No;128GB 8GB RAM;Just Black, Sorta Sage;GD1YQ, GTT9Q, G5NZ6;$ 151.26 / € 235.00 / £ 130.98;N/A;N/A;1, 2, 3, 5, 7, 8, 12, 28, 41, 66, 71, 77, 78 Sub6 - GTT9Q;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 38, 39, 40, 41, 42, 46, 48, 66, 71;1, 2, 3, 5, 7, 8, 12, 28, 41, 66, 71, 77, 78, 258, 260, 261 Sub6/mmWave - GD1YQ;N/A;N/A;HSPA, LTE (CA), 5G;GSM / CDMA / HSPA / EVDO / LTE / 5G;N/A;N/A;Endurance rating 95h;N/A;699 nits max brightness (measured);N/A;N/A;Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver);Qualcomm SM7250 Snapdragon 765G 5G (7 nm);Adreno 620;Android 11, upgradable to Android 14;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps;No;Yes, with stereo speakers
12;Google;Google Pixel 3a XL;https://www.gsmarena.com/google_pixel_3a_xl-9690.php;N/A;N/A;18W wired, PD2.0;N/A;N/A;N/A;Li-Po 3700 mAh, non-removable;N/A;Glass front (Asahi Dragontrail), plastic back, plastic frame;160.1 x 76.1 x 8.2 mm (6.30 x 3.00 x 0.32 in);Nano-SIM + eSIM;167 g (5.89 oz);5.0, A2DP, LE, aptX HD;Yes;GPS, GLONASS, GALILEO;No;USB Type-C 2.0;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Asahi Dragontrail Glass;1080 x 2160 pixels, 18:9 ratio (~402 ppi density);6.0 inches, 92.9 cm2 (~76.3% screen-to-body ratio);OLED;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer;2019, May 07;Available. Released 2019, May 15;N/A;Dual-LED flash, Pixel Shift, HDR, panorama;"12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS";N/A;4K@30fps, 1080p@30/60/120fps;eMMC 5.1;No;64GB 4GB RAM;Just Black, Clearly White, Purple-ish;G020C, G020G, G020F, G020A, G020B, G020D;About 290 EUR;N/A;N/A;CDMA2000 1xEV-DO;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 40, 41, 66, 71;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat11 600/75 Mbps;GSM / CDMA / HSPA / EVDO / LTE;Noise -90.8dB / Crosstalk -94.8dB;N/A;Endurance rating 98h;N/A;451 nits max brightness (measured);Voice 79dB / Noise 77dB / Ring 91dB;"AnTuTu: 159110 (v7), 176612 (v8)
GeekBench: 5176 (v4.4), 1307 (v5.1)
GFXBench: 11fps (ES 3.1 onscreen)";Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver);Qualcomm SDM670 Snapdragon 670 (10 nm);Adreno 615;Android 9.0 (Pie), upgradable to Android 12;N/A;N/A;HDR;"8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12µm";1080p@30fps;Yes;Yes, with stereo speakers
13;Google;Google Pixel 4a;https://www.gsmarena.com/google_pixel_4a-10123.php;N/A;N/A;18W wired, PD2.0;N/A;N/A;N/A;Li-Po 3140 mAh;N/A;Glass front (Gorilla Glass 3), plastic back, plastic frame;144 x 69.4 x 8.2 mm (5.67 x 2.73 x 0.32 in);Nano-SIM + eSIM;143 g (5.04 oz);5.0, A2DP, LE, aptX HD;Yes;GPS, GLONASS, GALILEO, QZSS, BDS;No;USB Type-C 3.1;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;Corning Gorilla Glass 3;1080 x 2340 pixels, 19.5:9 ratio (~443 ppi density);5.81 inches, 83.2 cm2 (~83.3% screen-to-body ratio);OLED, HDR;N/A;N/A;N/A;N/A;N/A;N/A;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer;2020, August 03;Available. Released 2020, August 20;N/A;LED flash, Pixel Shift, Auto-HDR, panorama;"12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS";N/A;"4K@30fps, 1080p@30/60/120fps; gyro-EIS";UFS 2.1;No;128GB 6GB RAM;Just Black, Barely Blue;G025J, GA02099, G025N;$ 132.99 / £ 139.99;N/A;N/A;N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66, 71;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/75 Mbps;GSM / HSPA / LTE;N/A;N/A;Endurance rating 76h;N/A;803 nits max brightness (measured);N/A;"AnTuTu: 268714 (v8)
GeekBench: 6426 (v4.4), 1626 (v5.1)
GFXBench: 17fps (ES 3.1 onscreen)";Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver);Qualcomm SDM730 Snapdragon 730G (8 nm);Adreno 618;Android 10, upgradable to Android 13;N/A;N/A;HDR;8 MP, f/2.0, 24mm (wide), 1.12µm;1080p@30fps;Yes;Yes, with stereo speakers
14;Google;Google Pixel 9 Pro XL;https://www.gsmarena.com/google_pixel_9_pro_xl-13217.php;N/A;N/A;"37W wired, PD3.0, PPS, 70% in 30 min
23W wireless (w/ Pixel Stand)
12W wireless (w/ Qi compatible charger)
Reverse wireless
Bypass charging";N/A;N/A;N/A;Li-Ion 5060 mAh;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass Victus 2), aluminum frame;162.8 x 76.6 x 8.5 mm (6.41 x 3.02 x 0.33 in);Nano-SIM + eSIM;221 g (7.80 oz);5.3, A2DP, LE, aptX HD;Yes;GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS, NavIC;No;USB Type-C 3.2;Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band;Corning Gorilla Glass Victus 2, Mohs level 4;1344 x 2992 pixels, 20:9 ratio (~486 ppi density);6.8 inches, 109.7 cm2 (~88.0% screen-to-body ratio);LTPO OLED, 120Hz, HDR10+, 2000 nits (HBM), 3000 nits (peak);49:30h endurance, 1000 cycles;Class B;Class A (270 falls);Class C;"Ultra Wideband (UWB) support
Satellite SOS service
Circle to Search";N/A;Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer, thermometer (skin temperature);2024, August 13;Available. Released 2024, August 22;N/A;Multi-zone Laser AF, LED flash, Pixel Shift, Ultra-HDR, panorama, Best Take, Zoom Enhance;N/A;"50 MP, f/1.7, 25mm (wide), 1/1.31"", 1.2µm, dual pixel PDAF, OIS
48 MP, f/2.8, 113mm (periscope telephoto), 1/2.55"", dual pixel PDAF, OIS, 5x optical zoom
48 MP, f/1.7, 123˚ (ultrawide), 1/2.55"", dual pixel PDAF,";"8K@30fps (via cloud-based upscaling), 4K@24/30/60fps, 1080p@24/30/60/120/240fps; gyro-EIS, OIS, 10-bit HDR";UFS 3.1;No;128GB 16GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM;Porcelain, Rose Quartz, Hazel, Obsidian;GGX8B, GZC4K, GQ57S;$ 592.44 / € 712.56 / £ 629.95 / ₹ 104,999;N/A;0.99 W/kg (head)     1.40 W/kg (body);1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 30, 38, 40, 41, 66, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - GZC4K;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 71 - GGX8B;1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 70, 71, 77, 78, 258, 260, 261 SA/NSA/Sub6/mmWave - GGX8B;N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;Active use score 12:32h;N/A;N/A;2365 nits max brightness (measured);-25.5 LUFS (Very good);"AnTuTu: 1380138 (v10)
GeekBench: 4854 (v6)
3DMark: 2540 (Wild Life Extreme)";Octa-core (1x3.1 GHz Cortex-X4 & 3x2.6 GHz Cortex-A720 & 4x1.92 GHz Cortex-A520);Google Tensor G4 (4 nm);Mali-G715 MC7;Android 14, upgradable to Android 16, up to 7 major Android upgrades;N/A;N/A;HDR, panorama;42 MP, f/2.2, 17mm (ultrawide), PDAF;4K@30/60fps, 1080p@30/60fps;No;Yes, with stereo speakers
15;Google;Samsung Google Nexus S I9023;https://www.gsmarena.com/samsung_google_nexus_s_i9023-3910.php;N/A;N/A;N/A;N/A;Up to 650 h (2G) / Up to 370 h (3G);Up to 13 h 20 min (2G) / Up to 6 h 20 min (3G);Removable Li-Ion 1500 mAh battery;N/A;N/A;123.9 x 63 x 10.9 mm (4.88 x 2.48 x 0.43 in);Mini-SIM;129 g (4.55 oz);2.1, A2DP, EDR;Yes;GPS, A-GPS;No;microUSB 2.0;Wi-Fi 802.11 b/g/n, DLNA, hotspot;Oleophobic coating;480 x 800 pixels, 5:3 ratio (~233 ppi density);4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio);S-LCD;N/A;N/A;N/A;N/A;"MP4/H.264 player
MP3/WAV/eAAC+ player
Organizer
Photo/video editor
Voice memo/dial/commands
Predictive text input";HTML, Adobe Flash;Accelerometer, gyro, proximity, compass, barometer;2011, March. Released 2011, April;Discontinued;N/A;LED flash;5 MP, AF;N/A;w480p@30fps;N/A;No;16GB;Black;N/A;About 180 EUR;0.83 W/kg (head)     0.72 W/kg (body);0.50 W/kg (head);N/A;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1700 / 2100;N/A;N/A;N/A;N/A;HSPA 7.2/5.76 Mbps;GSM / HSPA;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.0 GHz Cortex-A8;Hummingbird;PowerVR SGX540;Android 2.3 (Gingerbread), upgradable to 4.1.1 (Jelly Bean);N/A;N/A;N/A;VGA;;Yes;Yes
16;Google;Google Pixel 6a;https://www.gsmarena.com/google_pixel_6a-11229.php;N/A;N/A;18W wired, PD3.0;N/A;N/A;N/A;Li-Po 4410 mAh;IP67 dust/water resistant (up to 1m for 30 min);Glass front (Gorilla Glass 3), aluminum frame, plastic back;152.2 x 71.8 x 8.9 mm (5.99 x 2.83 x 0.35 in);Nano-SIM + eSIM;178 g (6.28 oz);5.2, A2DP, LE;Yes;GPS, GLONASS, GALILEO, QZSS;No;USB Type-C 3.1;Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct;Corning Gorilla Glass 3;1080 x 2400 pixels, 20:9 ratio (~429 ppi density);6.1 inches, 90.7 cm2 (~83.0% screen-to-body ratio);OLED, HDR;N/A;N/A;N/A;N/A;Circle to Search;N/A;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer;2022, May 11;Available. Released 2022, July 21;"12.2 MP, f/1.7, 27mm, (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.2, 17mm, 114˚ (ultrawide), 1.25µm";Dual-LED flash, Pixel Shift, Auto-HDR, panorama;N/A;N/A;"4K@30/60fps, 1080p@30/60/120/240fps; gyro-EIS, OIS";UFS 3.1;No;128GB 6GB RAM;Chalk, Charcoal, Sage;GX7AS, GB62Z, G1AZG, GB17L;$ 133.00 / € 189.00 / £ 149.95 / ₹ 20,949;N/A;N/A;1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 30, 40, 48, 66, 71, 77, 78 SA/NSA/Sub6 - G1AZG (International);GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 42, 48, 66, 71 - GX7AS, GB62Z (USA/Canada);1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 30, 38, 40, 41, 48, 66, 71, 77, 78 SA/NSA/Sub6 - GX7AS (USA/Canada);N/A;N/A;HSPA, LTE (CA), 5G;GSM / HSPA / LTE / 5G;N/A;N/A;Endurance rating 94h;N/A;876 nits max brightness (measured);N/A;N/A;Octa-core (2x2.80 GHz Cortex-X1 & 2x2.25 GHz Cortex-A76 & 4x1.80 GHz Cortex-A55);Google Tensor (5 nm);Mali-G78 MP20;Android 12, upgradable to Android 15, up to 5 major Android upgrades;N/A;N/A;HDR, panorama;8 MP, f/2.0, 24mm (wide), 1.12µm;1080p@30fps;No;Yes, with stereo speakers
17;Google;Google Pixel 4;https://www.gsmarena.com/google_pixel_4-9896.php;N/A;N/A;"18W wired, PD2.0
Wireless";N/A;N/A;N/A;Li-Po 2800 mAh, non-removable;IP68 dust tight and water resistant (immersible up to 1.5m for 30 min);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;147.1 x 68.8 x 8.2 mm (5.79 x 2.71 x 0.32 in);Nano-SIM + eSIM;162 g (5.71 oz);5.0, A2DP, LE, aptX HD;Yes;GPS, GLONASS, BDS, GALILEO;No;USB Type-C 3.1;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;Corning Gorilla Glass 5;1080 x 2280 pixels, 19:9 ratio (~444 ppi density);5.7 inches, 80.7 cm2 (~79.8% screen-to-body ratio);P-OLED, 90Hz, HDR;N/A;N/A;N/A;N/A;N/A;N/A;Face ID, accelerometer, gyro, proximity, compass, barometer;2019, October 15;Available. Released 2019, October 22;"12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
16 MP, f/2.4, 50mm (telephoto), 1/3.6"", 1.0µm, PDAF, OIS, 2x optical zoom";Dual-LED flash, Pixel Shift, Auto-HDR, panorama;N/A;N/A;4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS);UFS 2.1;No;64GB 6GB RAM, 128GB 6GB RAM;Clearly White, Just Black, Oh So Orange;G020M, G020I, GA01188-US, GA01187-US, GA01189-US, GA01191-US, GA01189-US;About 200 EUR;N/A;N/A;1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 - USA;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66, 71 - Global;N/A;N/A;N/A;HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps;GSM / CDMA / HSPA / EVDO / LTE;Noise -71.5dB / Crosstalk -69.8dB;N/A;Endurance rating 62h;Photo / Video;423 nits max brightness (measured);Voice 79dB / Noise 71dB / Ring 83dB;"AnTuTu: 395351 (v8)
GeekBench: 2542 (v5.1)
GFXBench: 31fps (ES 3.1 onscreen)";Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Qualcomm SM8150 Snapdragon 855 (7 nm);Adreno 640;Android 10, upgradable to Android 13;N/A;N/A;HDR;"8 MP, f/2.0, 22mm (wide), 1.22µm, no AF
TOF 3D, (depth/biometrics sensor)";1080p@30fps;No;Yes, with stereo speakers
